train_acc,val_acc,train_loss,val_loss
0.41617526793784704,0.5223829201101928,1.5167623281899627,1.3159656731550358
0.5197348598975595,0.556129476584022,1.3068660111657793,1.2296265810317573
0.5434941677785908,0.5630165289256198,1.2557045756752028,1.188903322561385
0.5530064993758878,0.5661157024793388,1.224189848771155,1.168555458386739
0.5689751646365084,0.5723140495867769,1.1944343182846973,1.1832766631418024
0.5791761718245598,0.5891873278236914,1.1710130755317323,1.1346830195303463
0.5888606723195454,0.6022727272727273,1.1547122670939893,1.1266965247054401
0.5966943571643782,0.5974517906336089,1.1361433457800776,1.1147447604449985
0.600439030689106,0.6046831955922866,1.1255083691210268,1.0976059046001803
0.6070244910256962,0.6243112947658402,1.1145291113132032,1.0799300283111488
0.6152455558903284,0.6232782369146006,1.1023828593245757,1.0868139358919842
0.615977273705505,0.6322314049586777,1.0957670162944557,1.075611907916949
0.6190763138639005,0.6384297520661157,1.085588953115637,1.0637910346354336
0.6226057762665175,0.6232782369146006,1.0794373058561606,1.1092845966664884
0.6254035208539577,0.6270661157024794,1.0769844031367788,1.0623808127132657
